Title,Author,Publication Year
Der richtige Umgang mit den Dingen als Möglichkeit der Übung auf dem Weg : Vortrag vom 6.12.1969 / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1993
Der Selbstmord / Emile Durkheim. Übers. von Sebastian und Hanne Herkommer,"Durkheim, Émile [Verfasser]",1993
El despuntar del ser : etapas de maduración / Karlfried Graf Dürckheim. [Versión española por Concha Quintana],"Dürckheim, Karlfried [Verfasser]",1993
Erlebnis und Wandlung : Grundfragen der Selbstfindung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1993
Ethics and the sociology of morals / Emile Durkheim. Transl. with an introd. by Robert T. Hall,"Durkheim, Émile [Verfasser]",1993
Im Zeichen der grossen Erfahrung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1993
In der Begegnung mit dem Osten begegnen wir unserem Schatten : Vortrag vom 8.7.1973 / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1993
Meditieren - wozu und wie : die Wende zum Initiatischen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1993
Schriften zur Soziologie der Erkenntnis / Emile Durkheim. Übers. von Michael Bischoff. Hrsg. von Hans Joas,"Durkheim, Émile [Mitwirkender]; Joas, Hans [Herausgeber]",1993
Von der Erfahrung der Transzendenz / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1993
Absolute living : the otherwordly in the world and the path to maturity / Karlfried Graf Dürckheim. Transl. by Vincent Nash,"Dürckheim, Karlfried [Verfasser]",1992
Biologie des Begehrens : wie Gefühle entstehen / Jean-Didier Vincent. Mit Ill. von Francois Durkheim. Dt. von Hainer Kober,"Vincent, Jean-Didier [Verfasser]",1992
"Der Beitrag Montesquieus zur Begründung der Soziologie = Quid secundatus scientiae politicae constituendae contulerit / Émile Durkheim. Hrsg. und übers. von Sigrid Albert. [Societas Latina, Universität FR 6.3]","Durkheim, Émile [Verfasser]",1992
"Der Weg ist das Ziel : Gespräch mit Karl Schnelting in der Reihe ""Zeugen des Jahrhunderts"" / Karlfried Graf Dürckheim. Hrsg. von Ingo Hermann","Dürckheim, Karlfried [Verfasser]; Schnelting, Karl [Verfasser]",1992
El Zen y nosotros / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1992
Erlebnis und Wandlung : Grundfragen der Selbstfindung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1992
Experiencia de la trascendencia / Karlfried Graf Dürckheim. [Trad. de Susana Rodríguez-Vida],"Dürckheim, Karlfried [Verfasser]",1992
Le centre de l'Etre / Karlfried Graf Dürckheim. Propos recueillis par Jacques Castermane,"Dürckheim, Karlfried [Verfasser]; Castermane, Jacques [Herausgeber]",1992
Le don de la grâce : conférences de Francfort 1967 - 1970 / Karlfried Graf Dürckheim. Trad. de l'allemand par Philippe Giraudon,"Dürckheim, Karlfried [Verfasser]",1992
Pratique de la voie intérieure : [le quotiieen comme exercice] / Graf K. von Dürckheim. [Trad. de par Frédéric Lowenbach],"Dürckheim, Karlfried [Verfasser]",1992
Über soziale Arbeitsteilung : Studie über die Organisation höherer Gesellschaften / Emile Durkheim,"Durkheim, Émile [Verfasser]; Luhmann, Niklas",1992
Das Tor zum Geheimen öffnen / Karlfried Graf Dürckheim. Ausgew. und eingel. von Gerhard Wehr,"Dürckheim, Karlfried [Verfasser]",1991
Die Regeln der soziologischen Methode / Emile Durkheim. Hrsg. und eingeleitet von René König,"Durkheim, Émile [Verfasser]",1991
Hara : die Erdmitte des Menschen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1991
"K. G. Dürkheim habla sobre más allá de las religiones / [K. G. Dürkheim]. Presentado por J. Castermane. [En español, voz de: José Ma. Cañete]","Dürckheim, Karlfried [Verfasser]; Cañete, José Maria [Erzähler]",1991
La voie de la transcendance : l'homme à la recherche de son intégralité / Karlfried Graf Dürckheim. Trad. de l'allemand par Catherine de Bose,"Dürckheim, Karlfried [Verfasser]",1991
"""L' Allemagne au-dessus de tout"" : la mentalité allemande et la guerre / Émile Durkheim","Durkheim, Émile [Verfasser]",1991
Meditieren - wozu und wie : die Wende zum Initiatischen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1991
Mein Weg zur Mitte : Gespräche mit Alphonse Goettmann / Karlfried Graf Dürckheim. [Übers. aus d. Franz. von Bettine Braun],"Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1991
Ons dagelijks leven als oefening : de weg tot verandering / K. von Dürckheim. [Vertaling: C. W. Sangster-Warnaars],"Dürckheim, Karlfried [Verfasser]",1991
Physik der Sitten und des Rechts : Vorlesungen zur Soziologie der Moral / Emile Durkheim. Übers. von Michael Bischoff. Hrsg. von Hans-Peter Müller,"Durkheim, Émile [Verfasser]",1991
Biologie des Begehrens : wie Gefühle entstehen / Jean-Didier Vincent. Mit Ill. von François Durkheim. Dt. von Hainer Kober,"Vincent, Jean-Didier [Verfasser]",1990
Der Ruf nach dem Meister : die Bedeutung geistiger Führung auf dem Weg zum Selbst / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1990
Der Selbstmord / Emile Durkheim. Übers. von Sebastian und Hanne Herkommer,"Durkheim, Émile [Verfasser]",1990
Erlebnis und Wandlung : Grundfragen der Selbstfindung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1990
Hara : het dragende midden van de mens / Karlfried Graf von Dürckheim. [Vertaald door C. W. Sangster-Warnaars. Bewerkt naar de 3. herziene en uitgebreide uitg. door Joan Th. Stakenburg],"Dürckheim, Karlfried [Verfasser]",1990
Shakai shugi to anomī / Sasaki Kōken,"Sasaki, Kōken [Verfasser]",1990
Strafe und Verbrechen : die Theorie Emile Durkheims / Werner Gephart,"Gephart, Werner [Verfasser]",1990
Das Tor zum Geheimen öffnen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1989
Hara : centro vital del hombre / Karlfried Graf Durckheim. [Versión española por Concha Quintana],"Dürckheim, Karlfried [Verfasser]",1989
Hara : die Erdmitte des Menschen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1989
Meditatie: doel en weg : het ontwaken van de initiatische mens / Karlfried Graf von Dürckheim,"Dürckheim, Karlfried [Verfasser]",1989
Überweltliches Leben in der Welt : der Mensch im Zeichen der Ganzwerdung / Karlfried Graf Dürckheim. Mit e. Geleitw. von Johannes Lotz,"Dürckheim, Karlfried [Verfasser]",1989
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftrag / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1989
Wunderbare Katze und andere Zen-Texte / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Herausgeber]",1989
"Der Weg, die Wahrheit, das Leben : Gespräche über d. Sein mit Alphonse Goettmann / Karlfried Graf Dürckheim. [Einzig berecht. Übers. aus d. Franz. von Bettine Braun]","Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1988
Durchbruch zum Wesen : Aufsätze u. Vorträge / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1988
"Mächtigkeit, Rang und Stufe des Menschen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1988
"Meditieren, wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1988
Mein Weg zur Mitte : Gespräche mit Alphonse Goettmann / Karlfried Graf Dürckheim. [Übers. aus d. Franz. von Bettine Braun],"Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1988
Rechtsnorm und Rechtssystem in der Normentheorie Emile Durkheims / Ute Bullasch,"Bullasch, Ute [Verfasser]",1988
"Simmel und die frühen Soziologen : Nähe u. Distanz zu Durkheim, Tönnies u. Max Weber / hrsg. von Otthein Rammstedt","Rammstedt, Otthein [Herausgeber]",1988
"Theorie des Handelns : zur Rekonstruktion d. Beitr. von Talcott Parsons, Emile Durkheim u. Max Weber / Richard Münch","Münch, Richard [Verfasser]",1988
Über soziale Arbeitsteilung : Studie über die Organisation höherer Gesellschaften / Emile Durkheim,"Durkheim, Émile [Verfasser]; Luhmann, Niklas",1988
Über soziale Arbeitsteilung : Studie über d. Organisation höherer Gesellschaften / Emile Durkheim,"Durkheim, Émile [Verfasser]; Luhmann, Niklas",1988
Von der Erfahrung der Transzendenz / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1988
Der Alltag als Übung : vom Weg zur Verwandlung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1987
Der Selbstmord / Emile Durkheim. Übers. von Sebastian u. Hanne Herkommer,"Durkheim, Émile [Verfasser]",1987
Emile Durkheims Konzeption der Berufsgruppen : e. Rekonstruktion u. Diskussion ihrer Bedeutung für d. Neokorporatismus-Debatte / von Kurt Meier,"Meier, Kurt [Verfasser]",1987
Hara : d. Erdmitte d. Menschen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1987
Schriften zur Soziologie der Erkenntnis / Emile Durkheim. Übers. von Michael Bischoff. Hrsg. von Hans Joas,"Durkheim, Émile [Mitwirkender]; Joas, Hans [Herausgeber]",1987
Schriften zur Soziologie der Erkenntnis / Emile Durkheim. Übers. von Michael Bischoff. Hrsg. von Hans Joas,"Durkheim, Émile [Mitwirkender]; Joas, Hans [Herausgeber]",1987
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftrag / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1987
[Dürckheim] ; Zen and us / Karlfried Dürckheim ; translated by Vincent Nash,"Dürckheim, Karlfried [Verfasser]",1987
Der Ruf nach dem Meister : d. Bedeutung geistiger Führung auf d. Weg zum Selbst / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1986
Erlebnis und Wandlung : Grundfragen d. Selbstfindung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1986
Hara : d. Erdmitte d. Menschen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1986
"Meditieren, wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1986
Mein Weg zur Mitte : Gespräche mit Alphonse Goettmann / Karlfried Graf Dürckheim. [Übers. aus d. Franz. von Bettine Braun],"Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1986
"Sportliche Leistung, menschliche Reife / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1986
Ton der Stille / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1986
"Der Körper, den ich habe - der Leib, der ich bin : Vortrag am 27. April 1983 auf d. 33. Lindauer Therapiewochen / von Prof. Dr. Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1985
"Der Weg, die Wahrheit, Das Leben : Gespräche über d. Sein mit Alphonse Goettmann / Karlfried Graf Dürckheim. [Einzig berecht. Übers. aus d. Franz. von Bettina Braun]","Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1985
Die wunderbare Kunst einer Katze : ein Sonderdruck für die Freunde des Verlages aus Wunderbare Katze und andere Zen-Texte / hrsg. von Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Herausgeber]",1985
Diesseits von subjektivem Sinn und kollektivem Zwang : Schütz - Durkheim - Merleau-Ponty ; phänomenolog. Soziologie im Feld d. zwischenleibl. Verhaltens / Herman Coenen,"Coenen, Herman [Verfasser]",1985
Erlebnis und Wandlung : Grundfragen d. Selbstfindung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1985
Le Japon et la culture du silence / Karlfried Graf Dürckheim. Trad. de l'allemand par Catherine de Bose,"Dürckheim, Karlfried [Verfasser]",1985
Licht und Dunkel auf dem Weg zum eigenen Selbst : Vortrag im Okt. 1983 in München / von Prof. Dr. Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1985
Meditera - vägen till förvandling / Karlfried Dürckheim. [Övers.: Anna Britta Blau och Björn Sahlin],"Dürckheim, Karlfried [Verfasser]",1985
"Meditieren, wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1985
Mein Weg zur Mitte : Gespräche mit Alphonse Goettmann / Karlfried Graf Dürckheim. [Übers. aus d. Franz. von Bettine Braun],"Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1985
Pratique de l'expérience spirituelle / Karlfried Graf Dürckheim. Trad. de l'allemand par Catherine de Bose,"Dürckheim, Karlfried [Verfasser]",1985
Soziologie und Philosophie / Emile Durkheim. Mit e. Einl. von Theodor W. Adorno. Übers. von Eva Moldenhauer,"Durkheim, Émile [Verfasser]",1985
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftr. / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1985
Der Alltag als Übung : vom Weg zur Verwandlung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1984
"Der Weg, die Wahrheit, das Leben : Gespräche über d. Sein mit Alphonse Goettmann / Karlfried Graf Dürckheim. [Einzig berecht. Übers. aus d. Franz. von Bettine Braun]","Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1984
Die elementaren Formen des religiösen Lebens / Emile Durkheim. Übers. von Ludwig Schmidts,"Durkheim, Émile [Verfasser]",1984
Die Regeln der soziologischen Methode / Emile Durkheim. Hrsg. u. eingeleitet von René König,"Durkheim, Émile [Verfasser]",1984
Durchbruch zum Wesen : Aufsätze u. Vorträge / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1984
"Erziehung, Moral und Gesellschaft : Vorlesung an d. Sorbonne 1902/1903 / Emile Durkheim. Mit e. Einl. von Paul Fauconnet. Übers. von Ludwig Schmidts","Durkheim, Émile [Verfasser]",1984
Hara : centre vital de l'homme / Karlfried Graf Dürckheim. [Trad. par Claude Vic],"Dürckheim, Karlfried [Verfasser]",1984
Japan und die Kultur der Stille / Karlfried Graf von Dürckheim,"Dürckheim, Karlfried [Verfasser]",1984
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftr. / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1984
Von der Erfahrung der Transzendenz / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1984
Wunderbare Katze und andere Zen-Texte / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Herausgeber]",1984
Zen und wir / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1984
Der Alltag als Übung : vom Weg zur Verwandlung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1983
Der Ruf nach dem Meister / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1983
Der Selbstmord / Emile Durkheim. Übers. von Sebastian u. Hanne Herkommer,"Durkheim, Émile [Verfasser]",1983
Erlebnis und Wandlung : Grundfragen d. Selbstfindung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1983
Hara : d. Erdmitte d. Menschen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1983
Im Zeichen der grossen Erfahrung : Studien zu e. metaphys. Anthropologie / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1983
L' homme et sa double origine / Karlfried Graf Dürckheim. Trad. de l'allemand par Catherine de Bose,"Dürckheim, Karlfried [Verfasser]",1983
"Mächtigkeit, Rang und Stufe des Menschen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1983
Meditieren - wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1983
Ons dagelijk[s] leven als oefening : de weg tot verandering / K. von Dürckheim. [Vertaling: C. W. Sangster-Warnaars],"Dürckheim, Karlfried [Verfasser]; Sangster-Warnaars, C. W. [Mitwirkender]",1983
Ons dagelijk[s] leven als oefening : de weg tot verandering / K. von Dürckheim ; [vert. uit het Duits door C.W. Sangster-Warnaars],"Dürckheim, Karlfried [Verfasser]; Sangster-Warnaars, C. W. [Übersetzer]",1983
Pratique de la voie intérieure : [le quotidien comme exercice] / Graf K. von Dürckheim. [Trad. par Frédéric Lowenbach],"Dürckheim, Karlfried [Verfasser]",1983
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftrag / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1983
Der Durchbruch zum Wesen : Aufsätze u. Vorträge / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1982
"Der Weg, die Wahrheit, das Leben : Gespräche über d. Sein mit Alphonse Goettmann / Karlfried Graf Dürckheim. [Übers. aus d. Franz. von Bettine Braun]","Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1982
Der zielfreie Weg : im Kraftfeld initiat. Therapie / hrsg. von Karlfried Graf Dürckheim. [Bearb. von Ingeborg Kern],"Dürckheim, Karlfried [Herausgeber]",1982
Elementare Soziologie : Studientexte / von Emile Durkheim ... Hrsg. u. kommentiert von Wolfgang Conrad u. Wolfgang Streeck,"Durkheim, Émile [Verfasser]; Conrad, Wolfgang [Herausgeber]",1982
Erlebnis und Wandlung : Grundfragen d. Selbstfindung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1982
Windbuchen : Fotografien / Klaus Knaup. Mit Texten von Karlfried Graf Dürckheim,"Knaup, Klaus [Verfasser]; Dürckheim, Karlfried [Mitwirkender]",1982
Zen und wir / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1982
"Der Weg, die Wahrheit, das Leben : Gespräche über d. Sein mit Alphonse Goettmann / Karlfried Graf Dürckheim. [Übers. aus d. Franz. von Bettine Braun]","Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1981
Die elementaren Formen des religiösen Lebens / Emile Durkheim. Übers. von Ludwig Schmidts,"Durkheim, Émile [Verfasser]",1981
"Frühe Schriften zur Begründung der Sozialwissenschaft / Emile Durkheim. Hrsg., eingeleitet u. übers. von Lore Heisterberg","Durkheim, Émile [Verfasser]; Heisterberg, Lore [Herausgeber]",1981
Hara : d. Erdmitte d. Menschen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1981
Japan und die Kultur der Stille / Karlfried Graf von Dürckheim,"Dürckheim, Karlfried [Verfasser]",1981
"Meditieren, wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1981
Übung des Leibes auf dem inneren Weg / Karlfried Graf Dürckheim. [Photos: Peter Heman],"Dürckheim, Karlfried [Verfasser]",1981
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftrag / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1981
Windbuchen : Fotografien / Klaus Knaup. Mit Texten von Karlfried Graf Dürckheim,"Knaup, Klaus [Verfasser]; Dürckheim, Karlfried [Mitwirkender]",1981
Die Regeln der soziologischen Methode / Emile Durkheim. Hrsg. u. eingel. von René König,"Durkheim, Émile [Verfasser]",1980
Hara : the vital centre of man / Karlfried von Dürckheim. Translated from the German by Sylvia-Monica von Kospoth in collaboration with Estelle R. Healey,"Dürckheim, Karlfried [Verfasser]; Kospoth, Sylvia-Monica von [Übersetzer]",1980
"Le maître intérieur : la maître, le disciple, la voie / Karlfried Graf Durckheim. Trad. de l'allemand par Catherine de Bose","Dürckheim, Karlfried [Verfasser]",1980
"Meditieren, wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1980
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftrag / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1980
Dialogue sur le chemin initiatique / Karlfried Graf Dürckheim ; Alphonse Gœttmann,"Dürckheim, Karlfried [Verfasser]; Goettmann, Alphonse [Verfasser]",1979
Hara : het dragende midden van de mens / Karlfried Graf von Dürckheim. [Vertaald door C. W. Sangster-Warnaars. Bewerkt naar de 3. herziene en uitgebreide uitg. door Joan Th. Stakenburg],"Dürckheim, Karlfried [Verfasser]",1979
Wunderbare Katze und andere Zen-Texte / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Herausgeber]",1979
Erlebnis und Wandlung : Grundfragen d. Selbstfindung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1978
Hara : d. Erdmitte d. Menschen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1978
"Mächtigkeit, Rang und Stufe des Menschen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1978
"Méditer, pourquoi et comment : vers la vie initiatique / Karlfried Graf Durckheim. Trad. de l'allemand par Catherine de Bose","Dürckheim, Karlfried [Verfasser]",1978
"Meditieren, wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1978
Übung des Leibes auf dem inneren Weg / Karlfried Graf Dürckheim. [Photos: Peter Heman],"Dürckheim, Karlfried [Verfasser]",1978
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftrag / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1978
Zen und wir / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1978
Die Entwicklung der Pädagogik : zur Geschichte u. Soziologie d. gelehrten Unterrichts in Frankreich / Emile Durkheim. Aus d. Franz. übertr. von Ludwig Schmidts,"Durkheim, Émile [Verfasser]",1977
L' homme et sa double origine / Karlfried Graf Dürckheim. Trad. de l'allemand par Catherine de Bose,"Dürckheim, Karlfried [Verfasser]",1977
"Meditieren, wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1977
Ons dagelijks leven als oefening : de weg tot verandering / Karlfried Graf Dürckheim. [Uit het Duits vertaald door C. W. Sangster-Warnaars],"Dürckheim, Karlfried [Verfasser]",1977
Über die Teilung der sozialen Arbeit / Emile Durkheim. Eingel. von Niklas Luhmann. Übers. von Ludwig Schmidts,"Durkheim, Émile [Verfasser]",1977
Die Regeln der soziologischen Methode / Emile Durkheim. Hrsg. u. eingel. von René König,"Durkheim, Émile [Verfasser]",1976
Die Regeln der soziologischen Methode / Emile Durkheim. Hrsg. u. eingel. von René König,"Durkheim, Émile [Verfasser]",1976
Elementare Soziologie : Studientexte / von Emile Durkheim ... Hrsg. u. kommentiert von Wolfgang Conrad u. Wolfgang Streeck,"Conrad, Wolfgang [Herausgeber]; Durkheim, Émile [Mitwirkender]",1976
Le Zen et nous / Karlfried Graf Dürckheim. Trad. de l'allemand par Catherine de Bose,"Dürckheim, Karlfried [Verfasser]",1976
"Meditieren, wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1976
"Meditieren, wozu und wie : d. Wende zum Initiatischen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1976
Soziologie und Philosophie / Emile Durkheim. Mit e. Einl. von Theodor W. Adorno. Übers. von Eva Moldenhauer,"Durkheim, Émile [Verfasser]",1976
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftrag / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1976
Zen und wir / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1976
Zen und wir / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1976
De roep om een meester : de meester in ons / Karlfried Graaf Dürckheim. [Geautoris. vertaling: Joan Th. Stakenburg],"Dürckheim, Karlfried [Verfasser]; Stakenburg, Joan Th. [Mitwirkender]",1975
Der Ruf nach dem Meister / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1975
Durchbruch zum Wesen : Aufsätze u. Vorträge / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1975
Hara : d. Erdmitte d. Menschen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1975
Japan und die Kultur der Stille / Karlfried Graf von Dürckheim,"Dürckheim, Karlfried [Verfasser]",1975
Wunderbare Katze und andere Zen-Texte / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Herausgeber]",1975
De wijze kat en andere Zen-teksten / Karlfried Graf von Dürckheim. Vertaald door Joan Th. Stakenburg. [Tekeningen: Klaus Bertelsmann],"Dürckheim, Karlfried [Verfasser]",1974
Hara : centre vital de l'homme / Karlfried Graf Dürckheim. [Trad. par Claude Vic],"Dürckheim, Karlfried [Verfasser]",1974
Hara : het dragende midden van de mens / Karlfried Graf von Dürckheim. [Vertaald door C. W. Sangster-Warnaars. Bewerkt naar de 3. herziene en uitgebreide uitg. door Joan Th. Stakenburg],"Dürckheim, Karlfried [Verfasser]; Sangster-Warnaars, C. W. [Mitwirkender]; Stakenburg, Joan Th. [Mitwirkender]",1974
Im Zeichen der grossen Erfahrung : Studien zu e. metaphys. Anthropologie / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1974
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftrag / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1974
Zen und wir / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1974
Der Selbstmord / Émile Durkheim. Mit e. Einl. von Klaus Dörner u. e. Nachw. von René König. [Übers.: Sebastian u. Hanne Herkommer],"Durkheim, Émile [Verfasser]",1973
"Erziehung, Moral und Gesellschaft : Vorlesung an d. Sorbonne 1902 - 1903 / Emile Durkheim. Eingel. von Paul Fauconnet. Übertr. u. eingerichtet von Ludwig Schmidts","Durkheim, Émile [Verfasser]",1973
Hara : d. Erdmitte d. Menschen / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1973
"Vom doppelten Ursprung des Menschen : als Verheissung, Erfahrung, Auftrag / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1973
Der Alltag als Übung : vom Weg z. Verwandlung / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1972
Der Ruf nach dem Meister / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1972
Durchbruch zum Wesen : Aufsätze u. Vorträge / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1972
Erziehung und Soziologie / Emile Durkheim. [Hrsg. u. Übers. d. dt. Ausg. von Raymund Krisam],"Durkheim, Émile [Verfasser]",1972
"Hara, die Erdmitte des Menschen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1972
Überweltliches Leben in der Welt : der Sinn d. Mündigkeit / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1972
Zen und wir / Karlfried Graf Dürckheim,"Dürckheim, Karlfried [Verfasser]",1972
La Percée de l'être ou Les étapes de la maturité / Karlfried Graf Durckheim. Trad. de l'allemand par P. et H. de Roguin en collab. avec R. M. de Pourtalès,"Dürckheim, Karlfried [Verfasser]",1971
The Way of transformation : Daily life as spiritual exercise / Karlfried Graf von Dürckheim. Transl. by Ruth Lewinnek ; P. L. Travers,"Dürckheim, Karlfried [Verfasser]",1971
"Hara, die Erdmitte des Menschen / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1970
"Sportliche Leistung, menschliche Reife : Referat / Karlfried Graf Dürckheim","Dürckheim, Karlfried [Verfasser]",1969
