Title,Author,Publication Year
"Rolf Becker liest das Kommunistische Manifest : ""Ein Gespenst geht um in Europa ..."" ; Live-Mitschnitt der Veranstaltung am 3. März 2013 Heimathafen Neukölln (Berlin)","Becker, Rolf [Mitwirkender]; Engels, Friedrich [Mitwirkender]; Marx, Karl",2021
[Marx] ; Sermayenin dolaşım süreci / Karl Marx ; yayıma hazırlayan Friedrich Engels ; Almancadan çeviren Mehmet Selik,"Marx, Karl [Verfasser]; Selik, Mehmet [Übersetzer]",2021
"9, Daisankan dainibunsatsu","Marx, Karl,, 1818-1883 [Verfasser]",2021
"The Communist Manifesto / Karl Marx, Friedrich Engels","Marx, Karl [Verfasser]; Engels, Friedrich [Verfasser]",2021
[Manifest der Kommunistischen Partei] ; The communist manifesto : unabridged / Karl Marx and Friedrich Engels. Read by Charles Armstrog with Roy McMillan,"Marx, Karl [Mitwirkender]; Engels, Friedrich [Mitwirkender]; Armstrong, Charles [Mitwirkender]; McMillan, Roy 1963- [Mitwirkender]",2021
[Derrida] ; Theorie und Praxis : Seminar 1976-1977 / Jacques Derrida ; aus dem Französischen von Markus Sedlaczek ; Hg. von Alexander García Düttmann,"Derrida, Jacques [Verfasser]; Sedlaczek, Markus [Übersetzer]; García Düttmann, Alexander [Herausgeber]",2021
"Theory of power : Marx, Foucault, Neo-Zapatismo / Carlos Antonio Aguirre Rojas ; translated by Robin Myers","Aguirre Rojas, Carlos Antonio [Verfasser]; Myers, Robin [Übersetzer]",2021
"Theory of Power : Marx, Foucault, Neo-Zapatismo / Carlos Antonio Aguirre Rojas","Aguirre Rojas, Carlos Antonio [Verfasser]",2021
[Der achtzehnte Brumaire des Louis Bonaparte] ; Vosemnadtsatoye bryumera Lui Bonaparta,"Marx, Karl",2021
"[Gestaltungsentwurf von: [Werbeplakat für Bücherkreis: Karl und Jenny Marx]. Berlin: Der Bücherkreis, 1933.] ; Werbeplakat für Bücherkreis: Karl und Jenny Marx","Tschichold, Jan [Buchgestalter]",2021
Wittgenstein and Marx - Marx and Wittgenstein / Fabio A. Sulpizio/Moira De Iaco/Gabriele Schimmenti (eds.),"Sulpizio, Fabio A. [Herausgeber]; De Iaco, Moira [Herausgeber]; Schimmenti, Gabriele [Herausgeber]",2021
"Zwieschlächtigkeit : sprachwissenschaftliche Zugänge zur Unterbestimmtheit bei Karl Marx, Max Weber, Georg Friedrich Knapp und Gustav Radbruch / Matthias Attig","Attig, Matthias [Verfasser]",2021
"Zwieschlächtigkeit : Sprachwissenschaftliche Zugänge zur Unterbestimmtheit bei Karl Marx, Max Weber, Georg Friedrich Knapp und Gustav Radbruch / Matthias Attig","Attig, Matthias [Verfasser]",2021
"3 books to know Communism / Friedrich Engels, Karl Marx, Jean-Jacques Rousseau, August Nemo, August Nemo","Engels, Friedrich [Verfasser]; Marx, Karl [Verfasser]; Rousseau, Jean-Jacques [Verfasser]; Nemo, August [Verfasser]; Nemo, August [Verfasser]",2020
"[Marx] ; A Ideologia alemã : (1.o capítulo) / K. Marx, F. Engels ; tradutor: José Barata-Moura","Marx, Karl [Verfasser]; Engels, Friedrich [Verfasser]",2020
Auf den Spuren von ... Karl Marx & Friedrich Engels / Michael Driever,"Driever, Michael [Verfasser]",2020
Auf den Spuren von Karl Marx und Friedrich Engels : Reise Know-How Reiseführer / Michael Driever,"Driever, Michael [Verfasser]",2020
Aus dem Tempel und dem ewigen Genuß des Geistes verstoßen? : Karl Marx und sein Einfluss auf die Altertums- und Geisteswissenschaften / herausgegeben von Claudia Deglau und Patrick Reinard,"Deglau, Claudia [Herausgeber]; Reinard, Patrick [Herausgeber]",2020
Aus dem Tempel und dem ewigen Genuß des Geistes verstoßen? : Karl Marx und sein Einfluss auf die Altertums- und Geschichtswissenschaften,"Deglau, Claudia [Herausgeber]; Reinard, Patrick [Herausgeber]",2020
"Briefwechsel mit Karl Marx und Friedrich Engels / Karl Marx, Friedrich Engels, Wilhelm Liebknecht","Marx, Karl [Verfasser]; Engels, Friedrich [Verfasser]; Liebknecht, Wilhelm [Verfasser]; Eckert, Georg [Herausgeber]",2020
Capital (Illustrated) / Karl Marx,"Marx, Karl [Verfasser]",2020
[Das Kapital] ; Daiikkan daisanbunsatsu / Marx Karl Heinrich ; Nihon kyōsantō chūō iinkai shakai kagaku kenkyūjo,"Marx, Karl Heinrich. [Verfasser]",2020
[Das Kapital] ; Daiikkan daiyonbunsatsu / Marx Karl Heinrich ; Nihon kyōsantō chūō iinkai shakai kagaku kenkyūjo,"Marx, Karl Heinrich. [Verfasser]",2020
[Das Kapital] ; Dainikan daiichibunsatsu / Marx Karl Heinrich;Nihon kyōsantō chūō iinkai shakai kagaku kenkyūjo,"Marx, Karl Heinrich. [Verfasser]",2020
Bd. 1,,2020
[Marx] ; Das Kapital : Kritik der politischen Ökonomie / Karl Marx,"Marx, Karl",2020-2020
"Das Kapital : Kritik der politischen Ökonomie / Karl Marx, Julian Borchardt","Marx, Karl [Verfasser]; Borchardt, Julian [Verfasser]",2020
